Route,Time,Demand,Cost,MainfreightCost
"['Warehouse', 'Four Square Hobsonville', 'New World New Lynn', 'Warehouse']",100.56006666666661,10,251.40016666666654,3000
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'Four Square Hobsonville', 'Warehouse']",118.45133333333337,12,296.1283333333334,3000
"['Warehouse', 'Four Square Glen Eden', 'Four Square Fair Price Henderson', ""Pak 'n Save Westgate"", 'Warehouse']",110.4347,14,276.08675000000005,3000
"['Warehouse', 'New World Green Bay', ""Pak 'n Save Henderson"", 'Warehouse']",84.61779999999999,15,211.54449999999997,3000
"['Warehouse', 'Four Square Glen Eden', ""Pak 'n Save Henderson"", 'Four Square Hobsonville', 'Warehouse']",120.8318,13,302.0795,3000
"['Warehouse', ""Pak 'n Save Lincoln Road"", 'Four Square Hobsonville', 'Warehouse']",88.90203333333338,12,222.25508333333346,3000
"['Warehouse', 'Four Square Hobsonville', 'Four Square Glen Eden', 'Warehouse']",111.18699999999986,5,277.96749999999963,3000
"['Warehouse', 'Four Square Hobsonville', 'Four Square Fair Price Henderson', 'Four Square Glen Eden', 'Warehouse']",122.75563333333324,8,306.88908333333313,3000
"['Warehouse', ""Pak 'n Save Henderson"", ""Pak 'n Save Mt Albert"", 'Warehouse']",80.18493333333335,16,200.46233333333336,3000
"['Warehouse', 'Four Square Fair Price Henderson', 'Four Square Hobsonville', ""Pak 'n Save Mt Albert"", 'Warehouse']",111.90259999999996,14,279.7564999999999,3000
"['Warehouse', 'Four Square Hobsonville', 'Four Square Glen Eden', ""Pak 'n Save Mt Albert"", 'Warehouse']",118.15616666666658,13,295.39041666666645,3000
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'Four Square Fair Price Henderson', 'Four Square Hobsonville', 'Warehouse']",129.6396333333334,15,324.0990833333335,3000
"['Warehouse', 'Four Square Hobsonville', ""Pak 'n Save Mt Albert"", 'Warehouse']",90.00593333333335,11,225.01483333333334,3000
"['Warehouse', 'New World New Lynn', ""Pak 'n Save Henderson"", 'Warehouse']",80.1742,15,200.4355,3000
"['Warehouse', 'Four Square Fair Price Henderson', 'Four Square Glen Eden', 'Warehouse']",88.61246666666662,5,221.53116666666656,3000
"['Warehouse', 'New World New Lynn', 'Four Square Glen Eden', 'Four Square Hobsonville', 'Warehouse']",117.65076666666673,12,294.12691666666683,3000
"['Warehouse', 'New World New Lynn', 'Four Square Glen Eden', 'Four Square Fair Price Henderson', 'Four Square Hobsonville', 'Warehouse']",128.83906666666672,15,322.0976666666668,3000
"['Warehouse', 'Four Square Fair Price Henderson', ""Pak 'n Save Westgate"", 'Warehouse']",86.76026666666661,12,216.90066666666652,3000
"['Warehouse', 'New World Green Bay', 'Four Square Glen Eden', 'Four Square Fair Price Henderson', 'Warehouse']",97.48516666666674,12,243.71291666666684,3000
"['Warehouse', 'Four Square Fair Price Henderson', ""Pak 'n Save Mt Albert"", 'Warehouse']",79.74813333333334,11,199.37033333333335,3000
"['Warehouse', 'Four Square Hobsonville', 'Four Square Fair Price Henderson', 'Four Square Glen Eden', ""Pak 'n Save Mt Albert"", 'Warehouse']",129.72479999999996,16,324.3119999999999,3000
"['Warehouse', 'Four Square Glen Eden', ""Pak 'n Save Henderson"", 'Warehouse']",82.18343333333324,10,205.4585833333331,3000
"['Warehouse', ""Pak 'n Save Henderson"", 'Four Square Hobsonville', 'Warehouse']",104.48146666666676,11,261.2036666666669,3000
"['Warehouse', ""Pak 'n Save Henderson"", 'Four Square Fair Price Henderson', 'Four Square Hobsonville', 'Warehouse']",110.50073333333339,14,276.2518333333335,3000
"['Warehouse', ""Pak 'n Save Lincoln Road"", 'Four Square Fair Price Henderson', 'Four Square Glen Eden', 'Warehouse']",93.4247,14,233.56175,3000
